Name,Year,Duration,Genre,Rating,Director,Actor 1,Actor 2,Actor 3
Aadhi Raat,1957.0,142.0,Other,5.841621416845562,Chandrakant,Unknown,Unknown,Unknown
Aadhi Raat,1950.0,115.0,"Drama, Romance",6.7,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur
Aadhi Raat,1999.0,109.0,Horror,5.841621416845562,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur
Aadhi Roti,1957.0,121.0,Drama,5.841621416845562,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani
Aadhi Zindagi Aadhi Maut,1986.0,108.0,Thriller,5.841621416845562,V. Menon,Aparajita,Abhi Bhattacharya,Sargam
Aadi Shakti,1992.0,133.0,Action,5.841621416845562,Govind Singh,Raza Murad,Yunus Parvez,Unknown
Aadmi,1968.0,175.0,"Drama, Romance",6.8,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar
Aadmi,1993.0,153.0,"Action, Crime, Drama",6.5,Arshad Khan,Ajit,Vikas Anand,Arjun
Aadmi Aur Apsara,1991.0,142.0,Fantasy,6.7,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri
Aadmi Aur Aurat,2001.0,108.0,Thriller,5.841621416845562,Alka Kubal,Raza Murad,Ramanna,Unknown
Aadmi Aur Insaan,1969.0,168.0,"Drama, Romance, Thriller",6.2,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan
Aadmi Khilona Hai,1993.0,158.0,"Drama, Romance",5.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda
Aadmi Ki Aurat Aur Anya Kahaniya,2009.0,78.0,Drama,7.6,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
Aadmi Sadak Ka,1977.0,138.0,"Drama, Family",5.4,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
Aadupuliyattam,2016.0,145.0,Horror,4.2,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
Aafat,1977.0,148.0,"Crime, Drama",5.3,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
Aafat-e-Ishq,2021.0,135.0,"Comedy, Thriller",5.841621416845562,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain
Aafreen,2021.0,130.0,Romance,5.841621416845562,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty
Aag,1948.0,138.0,"Musical, Romance",7.4,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
Aag,1967.0,146.0,"Action, Drama",6.2,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev
Aag,1994.0,139.0,"Action, Comedy, Drama",4.6,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
Aag Andhi Aur Toofan,1994.0,137.0,"Action, Thriller",3.1,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar
Aag aur Angaray,1990.0,133.0,Action,5.841621416845562,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover
Aag Aur Chingari,1994.0,133.0,Action,4.1,Kanti Shah,Alpana,Aparajita,Asrani
Aag Aur Daag,1970.0,150.0,"Action, Comedy, Drama",3.7,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan
Aag Aur Shabab,1990.0,101.0,Thriller,5.841621416845562,Ravi Kumar,Madhuri,Captain Raju,Unknown
Aag Aur Shola,1986.0,154.0,"Action, Drama, Romance",4.1,K. Bapaiah,Jeetendra,Sridevi,Mandakini
Aag Aur Shola,2001.0,133.0,Action,5.841621416845562,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar
Aag Aur Tezaab,1998.0,133.0,Action,5.841621416845562,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan
Aag Aur Toofan,1975.0,143.0,"Action, Drama, Thriller",5.841621416845562,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain
Aag Hi Aag,1987.0,170.0,Action,5.3,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
Aag Ka Dariya,1990.0,133.0,Action,4.2,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure
Aag Ka Dariya,1953.0,134.0,"Drama, Family",5.841621416845562,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
Aag Ka Gola,1990.0,180.0,"Action, Drama",4.8,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
Aag Ka Gola,2002.0,133.0,Action,5.841621416845562,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt
Aag Ka Prem Yudh,2002.0,133.0,Action,5.841621416845562,Thriller Manju,Rachana Maurya,Sanghavi,Upendra
Aag Ka Toofaan,1993.0,137.0,Action,4.8,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
Aag Ke Sholay,1988.0,138.0,"Action, Thriller",3.4,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
Aag Ke Sholay,2001.0,139.0,Action,5.841621416845562,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
Aag Laga Do Sawan Ko,1991.0,137.0,"Drama, Romance",5.7,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
Aag Lagi Barsat Mein,1990.0,108.0,Thriller,5.841621416845562,Charanya,Y.G. Mahendran,Silk Smitha,Unknown
Aag Se Khelenge,1989.0,151.0,Action,5.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
Aagaah: The Warning,2011.0,100.0,"Drama, Horror, Thriller",3.6,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain
Aage Badho,1947.0,121.0,Drama,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum
Aage Badho,1972.0,130.0,Romance,5.841621416845562,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar
Aage Kadam,1943.0,142.0,Other,5.841621416845562,N.R. Acharya,Anjali Devi,Mubarak,Motilal
Aage Ki Soch,1988.0,124.0,Comedy,4.8,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke
Aage Maut Peeche Maut,2001.0,78.0,Horror,3.1,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
Aage Mod Hai,1987.0,142.0,Other,5.841621416845562,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
Aagey Se Right,2009.0,117.0,"Comedy, Crime, Drama",5.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
Aaghaat,2000.0,133.0,Action,5.841621416845562,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht
Aaghaaz,2000.0,153.0,"Action, Crime, Drama",4.2,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
Aaghosh,1953.0,137.0,"Drama, Romance",5.841621416845562,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
Aagman,1982.0,121.0,Drama,4.8,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria
Aah,1953.0,150.0,"Drama, Musical, Romance",7.2,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
Aahat - Ek Ajeeb Kahani,1971.0,108.0,Thriller,6.4,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra
Aah-E-Mazluman,1935.0,142.0,Other,5.841621416845562,N.G. Bulchandani,Abdul Rehman Kabuli,Unknown,Unknown
Aahuti,1950.0,142.0,Other,5.841621416845562,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
Aahuti,1978.0,135.0,"Action, Drama",6.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
Aahuti,1992.0,121.0,Drama,5.841621416845562,Rajendra Bhatia,Arun Bali,Unknown,Unknown
Aahvaan,2020.0,114.0,"Comedy, Horror",5.841621416845562,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
Aahwan,1996.0,133.0,Action,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aai Bahar,1946.0,142.0,Other,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aai Phirse Bahar,1960.0,142.0,Other,5.841621416845562,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
Aaina,1993.0,149.0,"Drama, Romance",6.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
Aaina,1977.0,150.0,Drama,6.8,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
Aaina,1944.0,137.0,"Drama, Romance",3.2,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
Aaina,2019.0,60.0,Horror,5.841621416845562,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
Aaiyash: The Desire,2004.0,123.0,"Drama, Romance",5.841621416845562,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
Aaj,1987.0,116.0,Drama,5.5,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
Aaj Aur Kal,1947.0,130.0,"Comedy, Sci-Fi",4.1,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
Aaj Aur Kal,1963.0,144.0,"Drama, Romance",5.6,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
Aaj Jaana Hai Ke Pyaar Kya Ha,2004.0,130.0,Romance,5.841621416845562,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
Aaj Ka Aladdin,1935.0,142.0,Other,6.0,Nagendra Majumdar,Unknown,Unknown,Unknown
Aaj Ka Andha Kanoon,2003.0,46.0,Action,3.1,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
Aaj Ka Arjun,1990.0,164.0,"Action, Crime, Drama",4.7,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
Aaj Ka Daur,1985.0,153.0,"Action, Drama",5.1,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
Aaj Ka Farhad,1948.0,142.0,Other,5.841621416845562,Balwant Joshi,Zohra,Unknown,Unknown
Aaj Ka Gang Leader,1993.0,133.0,Action,5.6,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
Aaj Ka Goonda Raaj,1992.0,147.0,"Action, Thriller",5.3,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
Aaj Ka Gunda,2001.0,137.0,"Action, Thriller",4.7,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
Aaj Ka Gunda,1992.0,133.0,Action,5.841621416845562,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
Aaj Ka Gunda Raaj,2006.0,133.0,Action,6.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
Aaj Ka Hindustan,1940.0,142.0,Other,5.841621416845562,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
Aaj Ka Inteqaam,1991.0,108.0,Thriller,5.841621416845562,Rajni Bala,Jainendra,Jamuna,Neela
Aaj Ka Krantiveer,2004.0,133.0,Action,5.841621416845562,Jayasudha,Nassar,Soundarya,Vijayakanth
Aaj Ka Laawaris,2006.0,133.0,Action,5.7,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
Aaj Ka Mahaatma,1976.0,170.0,"Action, Romance",3.5,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
Aaj Ka Maseeha,1995.0,133.0,Action,5.841621416845562,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
Aaj Ka Nanha Farishta,2000.0,141.5,"Action, Crime, Thriller",5.8,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
Aaj Ka Parshuram,1992.0,133.0,Action,5.841621416845562,Satya Murthy G.,Nagendra,Disco Shanti,Unknown
Aaj Ka Ravan,2000.0,128.0,"Action, Crime",4.3,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
Aaj Ka Romeo,1995.0,133.0,Action,5.841621416845562,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
Aaj Ka Samson,1991.0,123.0,"Action, Romance",3.1,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
Aaj Ka Shahen Shah,1997.0,133.0,Action,5.841621416845562,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
Aaj Ka Ye Ghar,1976.0,121.0,Drama,4.5,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
Aaj Kaa M.L.A. Ram Avtar,1984.0,157.0,"Action, Drama",5.8,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
Aaj Kal,1934.0,142.0,Other,5.841621416845562,R.S. Choudhury,Jal Merchant,Shantakumari,Unknown
Aaj Ke Angaarey,1988.0,128.0,"Action, Drama",5.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aaj Ke Shahenshah,1990.0,132.0,Action,3.3,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
Aaj Ke Sholey,1985.0,120.0,Adventure,5.3,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
Aaj Ki Awaz,1984.0,137.0,"Action, Drama, Crime",5.6,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
Aaj Ki Baat,1955.0,142.0,Other,5.841621416845562,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
Aaj Ki Biwi,1991.0,121.0,Drama,5.841621416845562,Ajay Kumar,Vijay Kumar,Jaishree Patel,Unknown
Aaj Ki Dhara,1979.0,121.0,Drama,5.841621416845562,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
Aaj Ki Duniya,1940.0,121.0,Drama,5.841621416845562,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
Aaj Ki Jung,1988.0,133.0,Action,5.841621416845562,Kodanda Rami Reddy A.,Unknown,Unknown,Unknown
Aaj Ki Pukar,1976.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aaj Ki Raat,1948.0,142.0,Other,5.841621416845562,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
Aaj Ki Raat,1992.0,108.0,Thriller,5.841621416845562,Madhuri,Pratap,Raghu,Ravi
Aaj Ki Taaqat,1992.0,142.0,Other,5.841621416845562,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
Aaj Ki Taaza Khabar,1973.0,124.0,Comedy,7.3,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
Aaj Kie Aurat,1993.0,146.0,"Action, Drama",3.8,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
Aaj Watan Ne Humen Pukara,1968.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aaja Mere Mehboob,1994.0,130.0,Romance,5.841621416845562,Rakesh Kakaria,Unknown,Unknown,Unknown
Aaja Mere Raja,2000.0,121.0,Drama,5.841621416845562,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
Aaja Meri Bahon Mein,2002.0,130.0,Romance,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aaja Meri Jaan,1993.0,162.0,Romance,4.4,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
Aaja Nachle,2007.0,137.0,"Drama, Family, Music",6.2,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
Aaja Re O Sajana,1994.0,137.0,"Drama, Romance",5.841621416845562,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
Aaja Sanam,1968.0,121.0,"Drama, Romance",6.7,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
Aaja Sanam,1994.0,137.0,"Drama, Romance",3.3,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
Aakanksha,1993.0,120.0,Drama,5.841621416845562,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
Aakhet,2019.0,121.0,Drama,5.841621416845562,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
Aakhir,1984.0,124.0,Comedy,5.841621416845562,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
Aakhir Kaun Thi Woh?,2000.0,135.0,"Action, Mystery, Thriller",4.4,Bapu,Raj Babbar,Raza Murad,Sripradha
Aakhir Kyon?,1985.0,121.0,Drama,6.6,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
Aakhree Raasta,1986.0,164.0,"Action, Crime, Drama",7.1,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
Aakhri Adaalat,1988.0,148.0,"Action, Thriller",5.2,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Aakhri Baazi,1989.0,149.0,"Action, Drama, Family",4.1,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
Aakhri Badla,1989.0,120.0,"Action, Crime, Drama",5.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Badla,2004.0,133.0,Action,5.841621416845562,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
Aakhri Cheekh,1991.0,109.0,Horror,4.8,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
Aakhri Chetawani,1993.0,142.0,Other,5.841621416845562,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
Aakhri Daao,1975.0,142.0,"Action, Crime, Drama",5.5,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
Aakhri Daku,1978.0,133.0,Action,5.6,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
Aakhri Dao,1958.0,124.0,Comedy,6.4,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Dastak,2004.0,121.0,Drama,5.841621416845562,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
Aakhri Galti,1936.0,142.0,Other,5.841621416845562,Kamlabai Gokhale,Unknown,Unknown,Unknown
Aakhri Geet,1975.0,142.0,Other,5.841621416845562,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
Aakhri Ghulam,1989.0,171.0,"Action, Crime, Drama",4.9,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Aakhri Goli,1977.0,133.0,Action,4.8,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Insaaf,1980.0,120.0,"Action, Mystery",4.9,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
Aakhri Inteqam,2002.0,133.0,Action,2.5,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
Aakhri Kasam,1979.0,126.0,"Action, Thriller",6.3,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Khat,1966.0,153.0,Drama,6.9,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
Aakhri Khwahish-Ek Gunah Ki,2003.0,108.0,Thriller,5.841621416845562,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
Aakhri Mohabbat,1994.0,130.0,Romance,5.841621416845562,Abhilasha,Girish,Ravi Menon,Raghu
Aakhri Mujra,1981.0,121.0,"Drama, Musical",5.841621416845562,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
Aakhri Muqabla,1978.0,133.0,Action,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aakhri Nishan,1974.0,142.0,Other,5.841621416845562,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,Unknown
Aakhri Nishchay,1988.0,121.0,Drama,5.841621416845562,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
Aakhri Paigham,1949.0,142.0,Other,5.841621416845562,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
Aakhri Raat,1999.0,108.0,Thriller,5.841621416845562,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
Aakhri Sajda,1977.0,110.0,Drama,5.841621416845562,Helen,Jagdeep,Murad,Maya Sinha
Aakhri Sangam,1990.0,160.0,"Action, Romance",7.3,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
Aakhri Sanghursh,1997.0,138.0,Action,2.8,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Aakhri Sauda: The Last Deal,2016.0,108.0,Thriller,5.841621416845562,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
Aakraman,1975.0,139.0,"Drama, History, Romance",6.3,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrandan,2001.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Aakrant,1988.0,121.0,Drama,5.841621416845562,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
Aakrosh,1980.0,144.0,"Crime, Drama, Music",7.9,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Aakrosh,2010.0,115.0,"Action, Crime, Thriller",7.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aakrosh: Cyclone of Anger,1998.0,142.0,"Action, Crime, Drama",4.6,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
Aalaap,2012.0,116.0,Sci-Fi,5.4,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,2001.0,177.0,"Action, Thriller",7.2,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalha Udal,1962.0,124.0,"Drama, History",5.841621416845562,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
Aalwar,2007.0,152.0,Action,3.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,2018.0,107.0,"Drama, Family",7.7,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,2001.0,150.0,"Comedy, Drama, Family",4.8,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,2008.0,99.0,"Action, Crime, Drama",7.7,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamna Saamna,2013.0,62.0,Animation,5.841621416845562,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
Aamne - Saamne,1967.0,163.0,"Crime, Mystery, Romance",6.5,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
Aamne Samne,1982.0,143.0,"Action, Crime, Drama",6.4,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Aamras: The Sweet Taste of Friendship,2009.0,121.0,Drama,5.8,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aamrityu,2018.0,121.0,Drama,5.841621416845562,Arup Manna,Unknown,Unknown,Unknown
Aan Aur Shaan,1984.0,130.0,Drama,6.4,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aan Baan,1972.0,121.0,Drama,6.1,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
Aan Baan,1956.0,130.0,Romance,2.8,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
Aan Milo Sajna,1970.0,177.0,"Drama, Musical, Romance",6.4,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
Aan: Men at Work,2004.0,149.0,"Action, Crime, Drama",5.7,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Aanch,2003.0,160.0,Drama,5.6,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aanchal,1980.0,138.0,"Action, Drama, Family",6.4,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
Aanchal,1960.0,134.0,"Drama, Family",4.9,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
Aanchal Ke Phool,1968.0,121.0,Drama,5.7,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandha Intaquam,1993.0,133.0,Action,5.841621416845562,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
Aandhi,1975.0,133.0,"Drama, Romance",8.1,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi,1948.0,121.0,Drama,5.841621416845562,T.R. Sundaram,Unknown,Unknown,Unknown
Aandhi Aur Toofan,1964.0,143.0,"Action, Adventure, Romance",6.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aandhi-Toofan,1985.0,144.0,Drama,6.1,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Aandhiyan,1952.0,136.0,Drama,7.4,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aandhiyan,1990.0,145.0,Drama,4.8,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
Aangan,1959.0,79.0,"Music, Romance",6.6,O.P. Dutta,Agha,Ameeta,Rehman
Aangan,1973.0,134.0,"Drama, Family",5.841621416845562,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
Aangan Ki Kali,1979.0,134.0,"Drama, Family",5.6,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,2019.0,94.0,Drama,6.6,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankh Ka Nasha,1933.0,142.0,Other,5.841621416845562,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
Aankh Ki Sharm,1943.0,142.0,Other,5.841621416845562,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
Aankh Micholi,1972.0,102.0,Family,6.0,Ramanna,Rakesh Roshan,Bharti,Om Prakash
Aankh Micholi,2021.0,128.0,"Comedy, Family",5.841621416845562,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
Aankh Michouli,1942.0,142.0,Other,5.841621416845562,R.S. Choudhury,Nalini Jaywant,Unknown,Unknown
Aankhein: The Third Eye,2004.0,133.0,Action,7.4,Nassar,Sada,Srikanth,Unknown
Aankhen,1993.0,170.0,"Action, Comedy, Crime",6.7,David Dhawan,Govinda,Chunky Panday,Raj Babbar
Aankhen,1950.0,134.0,"Drama, Family",7.2,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Aankhen,2002.0,165.0,"Crime, Drama, Thriller",7.4,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aankhen 2,2021.0,108.0,Thriller,5.841621416845562,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,Unknown
Aankhin Dekhi,1978.0,121.0,Drama,5.841621416845562,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
Aankhon Aankhon Mein,1972.0,154.0,"Drama, Romance",6.4,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aankhon Mein Sapne Liye,2005.0,130.0,Romance,5.841621416845562,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
Aansoo,1953.0,121.0,Drama,5.841621416845562,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
Aansoo Aur Muskan,1970.0,150.0,"Comedy, Drama, Family",6.5,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
Aansuon Ki Duniya,1936.0,142.0,Other,5.841621416845562,Anand Prasad Kapoor,Anwari,Sarla,Surendra
Aantiya,1993.0,121.0,Drama,5.841621416845562,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
